,NRMSE,SSIM,PCC,Dice,PSNR,r2
0,0.7457281377225469,0.9247482513621282,0.8030399084091187,0.9466400146484375,23.138242594019896,0.4426032406252641
1,0.8408392858430391,0.727685560556699,0.6054189801216125,0.6358795166015625,18.57261464335612,0.13389804004913852
2,0.666973437252056,0.8242253785681302,0.7609918117523193,0.7142791748046875,23.65570651220546,0.4813647822805147
3,0.7701012552510033,0.8480031836694284,0.7771653532981873,0.8145599365234375,24.506919422056775,0.36735164527383624
4,0.7052286922139065,0.5272201637356424,0.7118467688560486,0.44775390625,18.454112814081448,0.14432454794108762
5,0.8011635917312733,0.5626400567805175,0.5849316716194153,0.3471221923828125,19.541618527400754,-0.07547795308838512
6,0.8587508968434894,0.8578799324217143,0.6882525086402893,0.8756103515625,20.991266282127757,0.23457169030651104
7,0.8242720146279503,0.6887197577088516,0.7374815344810486,0.6739501953125,19.097559919337815,0.1504410492586511
8,0.39751383323778205,0.9250435146101389,0.8122332692146301,0.9874114990234375,33.81078702294921,0.6536532272966328
9,0.6896812622565455,0.6583334814459327,0.7005718946456909,0.563873291015625,20.639955010622163,0.23202726452764955
10,0.6293241771567935,0.9445548118497769,0.8540956974029541,0.964935302734375,25.95511026348239,0.5810740420054262
11,0.7459048612864088,0.6313091319419415,0.669230580329895,0.4955902099609375,21.335805543791878,0.15861375580898684
12,0.7223781403310229,0.8097229864965481,0.7528735399246216,0.75323486328125,23.80818862168143,0.41672223014483556
13,0.6860275918239035,0.7003694857329096,0.7779187560081482,0.6377410888671875,22.207538169369315,0.37076288421126236
14,0.795578631984627,0.5488355192012184,0.7531672716140747,0.5232391357421875,17.082129070544035,-0.003866815102110621
15,0.8416208385582983,0.66724659853768,0.6676620244979858,0.5831146240234375,19.742865901334493,0.016953468425029428
16,0.7427439647787866,0.8532880682041251,0.7285568714141846,0.775543212890625,25.179984080371067,0.4083305369966256
17,0.7087706936052115,0.9334452517431276,0.7392430305480957,0.877777099609375,29.41086990110129,0.49458903770040397
18,0.6149035081858873,0.8543415674612679,0.8729339241981506,0.86163330078125,24.327862411942395,0.6162575224338511
19,0.8870048204882728,0.6055544465046685,0.7024450302124023,0.549102783203125,20.430450212191307,-0.09540161028007677
20,0.8200843698316884,0.8480149679152579,0.7458029389381409,0.8779754638671875,20.78486610911082,0.2935076591782191
21,0.8230915906405475,0.45739099036616454,0.7310468554496765,0.37298583984375,16.78630945957256,-0.34745801904267304
22,0.8599318764629186,0.7201049211125504,0.72299724817276,0.727691650390625,14.90900427320419,0.05532625702459548
23,0.6544606282678177,0.864815211337051,0.7911339402198792,0.82684326171875,25.817735633035454,0.555281797929776
24,0.7895427831471253,0.7311114583245628,0.6546259522438049,0.59100341796875,23.58548608064882,0.2021412006717238
25,0.8268752823284137,0.7795133319459655,0.693919837474823,0.727264404296875,21.939990149584364,0.2202516651173705
26,0.842331623605844,0.714602666691752,0.5873910784721375,0.5201263427734375,20.3236105206403,0.06428870913651119
27,0.7372295456953752,0.557615754317486,0.6613240242004395,0.39617919921875,19.642439565601993,0.05464107578178823
28,0.7102082767133087,0.5757592274048816,0.7125998735427856,0.49871826171875,20.39037326531205,0.16622286803454922
29,0.7876563924751175,0.4929775691893447,0.705420732498169,0.5743865966796875,13.627283505354658,-0.0035064141750946742
30,0.7683110583941098,0.7647808609152071,0.6644259691238403,0.61578369140625,21.596421006082945,0.1395956291860101
31,0.7462116131319199,0.7264658715588658,0.7751447558403015,0.6400146484375,21.489748751611472,0.30997461838682316
32,0.7347611196982136,0.8472395308848804,0.7583320736885071,0.784942626953125,22.69487610160212,0.4199211013521156
33,0.7741241499117205,0.6489492821570828,0.6560596823692322,0.5029144287109375,20.036403113955743,0.08777448237715824
34,0.8162108202593664,0.5941406911403224,0.6680600643157959,0.4804534912109375,19.495811441484346,0.06777359939615901
35,0.7223648605342905,0.9441019091848541,0.7949303388595581,0.9261627197265625,27.461248657441892,0.4772102257393964
36,0.4772060397698463,0.823592379253559,0.8913851380348206,0.8425445556640625,24.809739225981808,0.7686367029453105
37,0.6173670439270652,0.8753538299441097,0.8435454964637756,0.8952789306640625,25.629548720641647,0.6187709509411827
38,0.7109653741799623,0.829080088818918,0.7731361389160156,0.819488525390625,24.957539704603047,0.441457324056281
39,0.7483313896698226,0.6462551024798149,0.731525182723999,0.6197967529296875,19.8042577127745,0.24609126253860336
40,0.9001310123916224,0.9427571528210149,0.636677622795105,0.936767578125,26.23342914050399,0.18936351642406268
41,0.7340516493811915,0.6958598372505331,0.6846784949302673,0.5087890625,24.66217907359477,0.21480232958123324
42,0.8689226184971383,0.855071120959284,0.655472457408905,0.8828582763671875,20.836888976720033,0.20536545238342763
43,0.7285641501181718,0.5488746299667258,0.6131600141525269,0.3592681884765625,16.609468372270115,0.0655826734309547
44,0.8343138384507879,0.5321964314682494,0.7029931545257568,0.4931488037109375,14.966744594689345,-0.13015955055763362
45,0.8580428667313035,0.6023751893123035,0.697014331817627,0.4960479736328125,17.0386282263553,-0.15242261923580958
46,0.7184147176355609,0.7406304945120115,0.7645592093467712,0.689971923828125,22.424038683356017,0.3771125019049473
47,0.8217561905234345,0.3415817125945953,0.7614386677742004,0.4600830078125,12.266246522714603,-0.45776947876540963
48,0.7346367520422031,0.6839682861741425,0.7456080913543701,0.62823486328125,22.08412697071021,0.2927485889708429
49,0.4303697581529063,0.9266854961254416,0.9014033079147339,0.9481964111328125,30.04237423550397,0.7954897567505155
50,0.8417724623498495,0.48891722111335945,0.7344967722892761,0.4435577392578125,14.60560536708517,-0.2571666702204032
51,0.5426370236776046,0.8030388515455651,0.8447158932685852,0.724945068359375,27.145201655317308,0.6468778437240932
52,0.798306117499863,0.6433024350658595,0.652068555355072,0.5133209228515625,21.029180508590922,0.11865658110071642
53,0.7711946133972543,0.637788863044617,0.7326114177703857,0.5950469970703125,20.03908101546992,0.2139881086772002
54,0.8618918132719537,0.6748134233650653,0.703998863697052,0.6811676025390625,14.70351713836326,-0.01547052942302507
55,0.43252413745136925,0.8643858683366054,0.8958285450935364,0.944183349609375,28.444169627955304,0.7965748394409274
56,0.8260466003778607,0.7750393362946665,0.8136476278305054,0.766082763671875,21.313018988682877,0.21013566012853202
57,0.7868555413904801,0.5458179396833754,0.5693502426147461,0.3536224365234375,18.487620785020226,-0.01446779675581955
58,0.781299618706514,0.8976650317230798,0.7020485997200012,0.9093170166015625,28.86377099687223,0.3818274669945796
59,0.8225134586322549,0.6518367491656984,0.7769296765327454,0.7250518798828125,15.716539453504645,0.10054104833256239
60,0.7939037334301113,0.6475456538062384,0.7060486078262329,0.63616943359375,19.06029553519354,0.15450698668723106
61,0.6592598318568972,0.8277257263731297,0.7222591638565063,0.7877655029296875,27.16014080731936,0.40866331905184927
62,0.8174190464163065,0.4495058781966934,0.6455021500587463,0.293701171875,17.094962803995113,-0.36254197183163606
