,MAE,NRMSE,SSIM,PCC,Dice,mIOU,r2,psnr
0,0.5541407465934753,0.2582834775986101,0.7790904281056121,0.9500911235809326,0.975311279296875,0.6758814751839993,0.9023714429075951,25.22454309584092
1,0.2497643083333969,0.623272350616311,0.7910588700106084,0.7721198797225952,0.9828033447265625,0.053737150514567164,0.5907871740524477,27.605497258644345
2,0.04318810999393463,0.5003281144836079,0.9641520637527655,0.7611823678016663,0.9952392578125,0.1896124945130013,0.5768796650134471,31.481010649606667
3,0.2912992835044861,0.4905846945990608,0.6931779369238549,0.8808956742286682,0.987579345703125,0.5398532844243729,0.7471759273431087,25.26962694742352
4,0.24153389036655426,0.8068969078069268,0.7635942324659405,0.617462694644928,0.984649658203125,0.021401730153958996,0.34677840311395614,28.568261506248703
5,0.20750001072883606,0.7594714294168956,0.94526070092291,0.6693774461746216,0.9954376220703125,0.1852883234650587,0.4229179389563633,27.744178492332978
6,0.31409752368927,0.43144845392167974,0.7094610153233105,0.8977965712547302,0.993988037109375,0.6892746930010307,0.8040870725356248,26.98546052764862
7,0.7412405610084534,0.5967357217491044,0.4482384535431292,0.6262689232826233,0.9398040771484375,0.16135221910029354,0.3699460947964798,18.417576414314848
8,0.3147297501564026,0.5392307220929038,0.7532880816000682,0.7998584508895874,0.9921722412109375,0.2215489809575403,0.6320311559479876,26.362081122613557
9,0.625204861164093,0.6315415592635627,0.4221119802772066,0.6401820182800293,0.9644927978515625,0.11588179487773749,0.3744062795923916,20.16787414479846
10,0.4510325789451599,0.7170536074224984,0.6020941041953102,0.6211864948272705,0.984588623046875,9.900980296059113e-07,0.35864626310590064,22.818897922832978
11,0.6037269234657288,0.7784995779812657,0.6732298301779455,0.506298840045929,0.9688720703125,0.011149291735680205,0.2243041799183496,23.73455441276591
12,0.10292181372642517,0.8146789958804862,0.7820757235326037,0.6410102248191833,0.9852294921875,0.02320986558035764,0.22111271084836648,23.643323633393262
13,0.8146592974662781,0.6881005998935743,0.3995320953203284,0.5054361820220947,0.964447021484375,0.09654940032981763,0.10270350152301455,18.451909478133416
14,0.7813049554824829,0.5343322673092556,0.5008004753711528,0.7371251583099365,0.9854278564453125,0.4616688491156431,0.5321882975665125,21.809265664742927
15,0.8437367677688599,0.6844754356158597,0.4479483654615999,0.5193054676055908,0.9861602783203125,0.0706976734654985,0.18509498526057633,20.318982178892504
16,0.2258676290512085,0.5937775577164851,0.876487729753228,0.837806224822998,0.981658935546875,0.2220069760472647,0.6374305622926031,24.232315412907806
17,0.6107034683227539,0.7620445683458438,0.49491439174813817,0.4836125075817108,0.982086181640625,0.075591279061985,0.17499207907433834,21.083515658671818
18,0.35105448961257935,0.6570371509622491,0.5224357512374315,0.731609582901001,0.9813079833984375,0.057693032543821125,0.531679829535013,22.233178744542247
19,0.6269464492797852,0.7236640884852693,0.6021677919289443,0.5483380556106567,0.96832275390625,0.07733374340722515,0.2366873382330461,21.988430912009772
20,0.5755981206893921,0.7615556523882944,0.4306585888768203,0.5230870842933655,0.9722137451171875,0.020968268296629948,0.2151950881254433,19.61140054889674
21,0.10525813698768616,0.9747121467390027,0.8147198492622113,0.6034364700317383,0.9946441650390625,0.1418113892142073,-1.0823776359757709,26.1027794682157
22,0.13930951058864594,0.5168844848481985,0.8280873033004786,0.8602334260940552,0.9884796142578125,0.4493074767997981,0.7322124818525295,26.38348795240522
23,0.26273012161254883,0.7025826613846492,0.8164613583554279,0.7139757871627808,0.9724578857421875,0.0005542632589904435,0.48872532513877454,26.452789653075754
24,0.031131505966186523,0.4421897056817645,0.9604767885884471,0.7859504222869873,0.9952392578125,0.14986607665919166,0.5313709458746336,30.464672557426418
25,0.38050204515457153,0.5864721018449515,0.4255272029049927,0.7963626384735107,0.9766845703125,0.5383687195260666,0.632702229336951,21.660279422505436
26,0.5689688920974731,0.2600245940758576,0.742018089497468,0.9466045498847961,0.9735107421875,0.5842912872865692,0.8907452713279506,24.783767459305462
27,0.4227558672428131,0.7166179767799846,0.6677849971872908,0.6302030682563782,0.9828033447265625,8.873106589967534e-07,0.3802242381785518,22.544100196167314
28,0.3802728056907654,0.7712510618127453,0.5921261455308436,0.5634887218475342,0.9950103759765625,0.18250204374489065,0.3050201654671,27.95647375399108
29,0.47802072763442993,0.6034892418298936,0.7006008724365671,0.7581917643547058,0.9615325927734375,0.03520894174935257,0.5486846295157621,23.37743480754601
30,0.7715334296226501,0.6879620900215739,0.5956977652368206,0.6221091151237488,0.971038818359375,0.10090047328258016,0.3454614133323728,22.339919499390923
31,0.5978761315345764,0.6850403435201413,0.449720054394466,0.5388887524604797,0.9748077392578125,0.10027296987849053,0.2423280126824886,20.74197338967492
32,0.5969258546829224,0.31304967335697514,0.7615676653594534,0.9230510592460632,0.9667510986328125,0.5648962530159239,0.8494111093080704,24.25607284478616
33,0.3341327905654907,0.6716365766067497,0.7052662869665842,0.7091175317764282,0.9931182861328125,0.27840115455815273,0.495786021757848,24.48142674444251
34,0.8919500112533569,0.632033747694202,0.4594446033493161,0.5627537965774536,0.9752044677734375,0.06123682193135648,0.23499898286170373,19.901580274995673
35,0.28965723514556885,0.5034428160154837,0.8140323707360436,0.8646284341812134,0.9722137451171875,0.157334957272116,0.7093681048741978,26.02054359877483
36,0.34041884541511536,0.6987921495026382,0.7321216714249482,0.6629616022109985,0.9831390380859375,0.024714011726379766,0.4322436954630855,25.058389239685628
37,0.4273051917552948,0.4158229694712351,0.5074075561931751,0.8909819722175598,0.980377197265625,0.6496868292871617,0.7805515673017843,22.830431749212604
38,0.5665090084075928,0.6012669937165938,0.5523764537219135,0.7208843231201172,0.9856719970703125,0.08835039965980616,0.5161909874976525,24.718340348743727
39,0.47115620970726013,0.21851157654321976,0.7334427084300773,0.9626373052597046,0.9689483642578125,0.7347151955787778,0.9233138866971651,24.94655789887872
40,0.858202338218689,0.6604759070036923,0.4909079626837254,0.5381571650505066,0.9733734130859375,0.0490468397564906,0.21945123830438473,20.02750077778696
41,0.5857282876968384,0.4169208399055722,0.785913367238641,0.9035011529922485,0.96258544921875,4.0783017625196723e-07,0.8028315243263281,29.152541588772532
42,0.4682898223400116,0.24419725315185004,0.6821651244649749,0.9585325121879578,0.9800872802734375,0.7500479314215799,0.9184839052735421,25.612423493000378
43,0.0725882425904274,0.8694156169636845,0.8852966812651268,0.46053168177604675,0.9984283447265625,0.2536285968942254,-0.8367839052637265,28.262304243716635
