,NRMSE,SSIM,PCC,Dice,PSNR,r2
0,0.36849876423015215,0.8374217603113134,0.9657779335975647,0.978515625,26.64226093018778,0.8614468001938154
1,0.324519080551607,0.7057019652776189,0.9244964718818665,0.9959716796875,28.8909908559201,0.8330198419109636
2,0.18452193889471796,0.9413870490004087,0.9847314357757568,0.99725341796875,36.06851078533548,0.9657917483576813
3,0.2708146528514034,0.8868649676561117,0.9644386172294617,0.9996337890625,34.410922254354915,0.9149726946924077
4,0.27519776971659315,0.8497901746986589,0.9353460669517517,0.9962158203125,28.775277386673267,0.8458133039839768
5,0.20038946603521995,0.8401396315925229,0.9752988815307617,0.99755859375,32.45922458854578,0.9359627145225172
6,0.18087045723522183,0.9694706071340652,0.9809681177139282,0.99835205078125,35.98469163385385,0.9568995979091841
7,0.2830992021913136,0.8146162957191548,0.9687760472297668,0.982421875,28.71755801559175,0.9167515570980783
8,0.1382077817641572,0.6578946065949963,0.9820706248283386,0.92633056640625,25.765065839771708,0.9632620990655141
9,0.27051253239048845,0.667928199862435,0.9560193419456482,0.99578857421875,26.638792510932415,0.9079120570049882
10,0.29716119597856044,0.8020524254277289,0.957805871963501,0.9888916015625,27.557722809464977,0.8888925636839506
11,0.22304929216061845,0.8741770557651523,0.9769980907440186,0.9788818359375,27.48281971755012,0.9309590230395546
12,0.30498851268188504,0.8166097802779444,0.9374291896820068,0.99560546875,28.674652209852646,0.8490202064351849
13,0.18924311445027944,0.8913648769830366,0.985648512840271,0.99774169921875,35.17546529931482,0.9632500831905851
14,0.23139827490715117,0.9048331809895744,0.9837706089019775,0.9871826171875,30.155488378200083,0.9410159528615747
15,0.2771624334668038,0.8870279418923128,0.961362361907959,0.9776611328125,28.417442589804963,0.9185007237281152
16,0.2154109436297291,0.8087235932952302,0.9771792888641357,0.97906494140625,30.2677394840469,0.953439976767651
17,0.1706630851893001,0.8655207342986341,0.9811038970947266,0.98858642578125,32.061504743156654,0.9611987542573565
18,0.3838567951300671,0.6043950600143323,0.8119124174118042,0.986083984375,28.245304118128146,0.6488321632660439
19,0.2167046213735839,0.8695727825772901,0.9732713103294373,0.98382568359375,27.71864047022225,0.9135265085544954
20,0.3589794902252269,0.754221018156598,0.9301038980484009,0.98760986328125,25.245787285177414,0.8215609549972924
21,0.3644505007342356,0.8019418526026907,0.9511762857437134,0.98321533203125,24.607236880491577,0.8533053425611145
22,0.147259717293556,0.7010488518419841,0.9844292998313904,0.8729248046875,26.45282304987187,0.968321477605718
23,0.22690012229509943,0.8485474918275474,0.9649508595466614,0.98406982421875,27.92273976287727,0.9133489670281634
24,0.2966044913798392,0.8303352466522363,0.9610651135444641,0.99005126953125,27.590070830449545,0.8900821050121319
25,0.3510492687445767,0.8792469148723401,0.9588451981544495,0.99212646484375,27.75075554258388,0.8764689648199228
26,0.26124633973094935,0.9102866426294313,0.9753049612045288,0.978759765625,28.84544229078002,0.9301343537799864
27,0.22286141750968666,0.9095786906560155,0.9772933125495911,0.99639892578125,30.108125464047262,0.9414420049290919
28,0.300802912466951,0.8295069269756742,0.949041485786438,0.9888916015625,26.19176148374569,0.8383001158291699
29,0.2229274442760244,0.9371368526618427,0.9851619601249695,0.98974609375,31.45671842468849,0.9498352642401846
30,0.21765699193931157,0.5858139495085332,0.9731206297874451,0.85125732421875,23.258665107099382,0.9437868311574136
31,0.19523994035658587,0.9368615802064466,0.9845855236053467,0.9779052734375,30.30959288496208,0.9572704013092894
32,0.20931110007174802,0.9076269913491593,0.979828417301178,0.98199462890625,28.70284383635478,0.9394200964059585
33,0.18875913638747685,0.9200263191848119,0.9865473508834839,0.987548828125,31.60618077575187,0.9642938626327395
34,0.2474202049355956,0.8621099311013396,0.9763182997703552,0.99139404296875,30.1289499409559,0.9381242486521643
35,0.29830192371687886,0.8181825962018804,0.9585523009300232,0.9530029296875,27.646641668094595,0.9076317504324062
36,0.26710334765724253,0.8027273449091501,0.9622724652290344,0.9879150390625,31.87206015705202,0.9212993189420442
37,0.252886807867205,0.8132472700985469,0.9548574090003967,0.9835205078125,26.323034054670824,0.8703597823999657
38,0.2546293359543551,0.8462841896295058,0.97483229637146,0.99713134765625,32.08167325672028,0.9349512524237088
39,0.22957585345528145,0.8988273581664783,0.9781851172447205,0.99310302734375,30.24739267059138,0.9449505029441484
40,0.2986344000873584,0.91946298913631,0.9535538554191589,0.99749755859375,30.392696751450167,0.8555356839496603
41,0.25481983425682103,0.867562554344862,0.9377437233924866,0.9833984375,26.32428842589008,0.8572917223042718
42,0.396686219192974,0.8362216721437223,0.9222357869148254,0.9749755859375,26.95686180777014,0.8415032051299106
43,0.34230825243186275,0.7181966881803014,0.9291962385177612,0.9913330078125,27.962479874419536,0.8560711495553752
44,0.201802857175803,0.9110631964759494,0.988420844078064,0.9774169921875,29.742928753567327,0.9584306744773978
45,0.3567092278772038,0.7577546014338427,0.9348486065864563,0.988037109375,26.409722121264245,0.8377331823932823
46,0.26010127652632975,0.8386062490300304,0.948157548904419,0.98516845703125,27.083502573486996,0.8577465246952652
47,0.2327433128987757,0.8698096359927917,0.971820056438446,0.98333740234375,26.505876304537715,0.9174493308706845
48,0.20777007867918487,0.8550278684835129,0.9798799753189087,0.9874267578125,29.386545308896252,0.9451877509905403
49,0.24238734378138593,0.8468013691839817,0.965829074382782,0.99578857421875,30.754081227462294,0.9137041112269662
50,0.28981479538076677,0.7461840473854418,0.9282443523406982,0.98443603515625,28.593307734026624,0.8140485331557701
51,0.20079316197356278,0.8413011411360873,0.9788427948951721,0.98876953125,31.420878205510654,0.9574000204447665
